"resource_id","iam_principal","service","charge_type","region","tag_project","tag_owner","tag_name","tag_cluster","cost_usd"
"aws-sam-cli-managed-default-samclisourcebucket-aag10omxgrxt","(no principal)","AmazonS3","Usage","ap-southeast-1","-","-","-","-","0.01771019999999993"
"arn:aws:ecr:ap-southeast-1:123456789012:repository/dubbo-springboot-provider","(no principal)","AmazonECR","Usage","ap-southeast-1","-","-","-","-","0.0176364859"
"arn:aws:ecr:ap-southeast-1:123456789012:repository/dubbo-springboot-consumer","(no principal)","AmazonECR","Usage","ap-southeast-1","-","-","-","-","0.0176364859"
"arn:aws:ecr:us-east-2:123456789012:repository/bedrock-proxy-api","(no principal)","AmazonECR","Usage","us-east-2","-","-","-","-","0.017584594999999953"
"arn:aws:ecr:us-west-2:123456789012:repository/parallelcluster-ui-6b24e150-a9b1-11f0-a308-06bb28b3a50d","(no principal)","AmazonECR","Usage","us-west-2","-","-","-","-","0.017461729599999892"
"arn:aws:ecr:ap-southeast-1:123456789012:repository/bedrock-agentcore-strands_claude_getting_started","(no principal)","AmazonECR","Usage","ap-southeast-1","-","-","-","-","0.017266711700000006"
"arn:aws:bedrock:us-west-2:123456789012:inference-profile/global.anthropic.claude-haiku-4-5-20251001-v1:0","arn:aws:iam::123456789012:user/app-user","AmazonBedrockService","Usage","us-west-2","-","-","-","-","0.017026"
"arn:aws:bedrock:us-east-1:123456789012:inference-profile/us.anthropic.claude-opus-4-8","arn:aws:sts::123456789012:assumed-role/bedrock-ec2-role/i-bbbb33334444bbbb","AmazonBedrockService","Usage","us-east-1","-","-","-","-","0.016615500000000002"
"arn:aws:ecr:ap-southeast-1:123456789012:repository/app","(no principal)","AmazonECR","Usage","ap-southeast-1","-","-","-","-","0.016490527499999928"
"arn:aws:rds:ap-southeast-1:123456789012:cluster:cluster-kujjkn3lhilhlfgjawue45tclm","(no principal)","AmazonRDS","Usage","ap-southeast-1","-","-","-","-","0.016400289199999883"
"04a5eeda-6b40-4a4a-9003-2edf3351f8d0","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.01615"
"arn:aws:logs:us-east-1:123456789012:log-group:/aws/eks/serious-metal-goose/cluster","(no principal)","AmazonCloudWatch","Usage","us-east-1","-","-","-","-","0.015316551000000001"
"arn:aws:ec2:us-east-1:123456789012:natgateway/nat-0e190f225d54d4e58","(no principal)","AmazonEC2","Usage","-","-","-","mcp-nat","-","0.014160022800000002"
"arn:aws:ecr:ap-southeast-1:123456789012:repository/samappiotmskreceiver930eca08/iotreceiverfunctione8a9a0acrepo","(no principal)","AmazonECR","Usage","ap-southeast-1","-","-","-","-","0.01404405709999993"
"arn:aws:ecr:ap-southeast-1:123456789012:repository/samiotreceiver07da4b02/iotreceiverfunctione8a9a0acrepo","(no principal)","AmazonECR","Usage","ap-southeast-1","-","-","-","-","0.01404405709999993"
"arn:aws:ecr:ap-southeast-1:123456789012:repository/samappiotreceiver0e6b8874/iotreceiverfunctione8a9a0acrepo","(no principal)","AmazonECR","Usage","ap-southeast-1","-","-","-","-","0.01404405709999993"
"arn:aws:ecr:us-west-2:123456789012:repository/nexus-ai/logo_design_agent","(no principal)","AmazonECR","Usage","us-west-2","-","-","-","-","0.013660618099999956"
"(no resource id)","(no principal)","AmazonS3","Usage","us-east-1","-","-","-","-","0.013157199999999834"
"h200-benchmark-qwen-20262021","(no principal)","AmazonS3","Usage","us-east-1","-","-","-","-","0.012764220799999943"
"arn:aws:ecr:us-east-1:123456789012:repository/cdk-hnb659fds-container-assets-123456789012-us-east-1","(no principal)","AmazonECR","Usage","-","-","-","-","-","0.0114454016"
"i-06b75135a2518cb05","(no principal)","AmazonEC2","Usage","-","-","-","nginx-static-site","-","0.011392195199999997"
"arn:aws:bedrock:us-east-1:123456789012:inference-profile/global.anthropic.claude-sonnet-4-6","arn:aws:iam::123456789012:user/bedrock-user","AmazonBedrockService","Usage","us-east-1","-","-","-","-","0.011304000000000002"
"arn:aws:bedrock:us-east-1:123456789012:inference-profile/global.anthropic.claude-opus-4-8","arn:aws:sts::123456789012:assumed-role/Admin/admin-session","AmazonBedrockService","Usage","us-east-1","-","-","-","-","0.010539999999999999"
"arn:aws:elasticloadbalancing:ap-southeast-1:123456789012:loadbalancer/net/dify-test-nlb/dda8741641d95a0f","(no principal)","AWSELB","Usage","-","-","-","-","-","0.010116398099999986"
"arn:aws:logs:us-east-1:123456789012:log-group:/aws/containerinsights/app-chaos-lab/performance","(no principal)","AmazonCloudWatch","Usage","us-east-1","-","-","-","-","0.0099032043"
"arn:aws:ecr:us-east-1:123456789012:repository/mcp-aws","(no principal)","AmazonECR","Usage","us-east-1","-","-","-","-","0.009424353400000007"
"arn:aws:ec2:us-east-1:123456789012:network-interface/eni-02efd9cc2ae16263e","(no principal)","AmazonVPC","Usage","us-east-1","-","-","-","-","0.008919445"
"arn:aws:dynamodb:us-west-2:123456789012:table/parallelcluster-hpc-demo-cluster-1","(no principal)","AmazonDynamoDB","Usage","us-west-2","team-hpc","owner-b","-","hpc-demo-cluster-1","0.008834874999999978"
"app-reports-123456789012","(no principal)","AmazonS3","Usage","us-east-1","-","-","-","-","0.008800066899999927"
"arn:aws:bedrock:us-east-1:123456789012:inference-profile/us.anthropic.claude-opus-4-7","arn:aws:sts::123456789012:assumed-role/bedrock-ec2-role/i-bbbb33334444bbbb","AmazonBedrockService","Usage","us-east-1","-","-","-","-","0.008552500000000001"
"content-sharing-auto-team","(no principal)","AmazonS3","Usage","ap-southeast-1","-","-","-","-","0.007874154999999928"
"fa-piao-assistance-bucket-2025","(no principal)","AmazonS3","Usage","ap-southeast-1","-","-","-","-","0.007868114999999933"
"arn:aws:logs:ap-southeast-1:123456789012:log-group:/aws/vendedlogs/OpenSearchIngestion/s3-ingestion/audit-logs","(no principal)","AmazonCloudWatch","Usage","ap-southeast-1","-","-","-","-","0.007828765999999996"
"arn:aws:bedrock-mantle:us-east-1:123456789012:project/default","(no principal)","AmazonBedrock","Usage","us-east-1","-","-","-","-","0.0077442200000000004"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-07e6c6da1df4f6215","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","0.007639498600000001"
"arn:aws:ecr:us-east-2:123456789012:repository/bedrock-proxy-api-ecs","(no principal)","AmazonECR","Usage","us-east-2","-","-","-","-","0.007177318399999966"
"arn:aws:logs:us-east-1:123456789012:log-group:/ecs/mcp-aws-cn","(no principal)","AmazonCloudWatch","Usage","us-east-1","-","-","-","-","0.0067247164"
"arn:aws:logs:us-east-1:123456789012:log-group:/ecs/mcp-aws-global","(no principal)","AmazonCloudWatch","Usage","us-east-1","-","-","-","-","0.006709553299999999"
"arn:aws:ec2:us-east-1:123456789012:natgateway/nat-0efa027da8b18d499","(no principal)","AmazonEC2","Usage","-","-","-","MCS/NetworkStack/mainVPC/publicSubnet1","-","0.0066594063999999955"
"arn:aws:bedrock:us-east-1:123456789012:inference-profile/us.anthropic.claude-opus-4-6-v1","arn:aws:sts::123456789012:assumed-role/bedrock-ec2-role/i-bbbb33334444bbbb","AmazonBedrockService","Usage","us-east-1","-","-","-","-","0.006192999999999999"
"71374284-e6e9-48d9-844c-be22b56c222a","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.006"
"e975b97b-0901-460a-a702-db35ebcf34d3","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.006"
"fde0bb19-46c2-4fff-a04e-c68ae60f69bc","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.006"
"d5963bb9-d6cf-4e5e-bb42-1e37820299bc","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.006"
"dce82eb4-416e-4ae1-aabb-72f86cdc42b4","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.006"
"473fdb37-4195-46e8-b4dc-22c38447ae72","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.006"
"726a6038-9057-4209-89f0-b90dbd364475","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.006"
"65d325d6-6c2f-4e1f-839b-f0d508a00233","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.006"
"96390cba-d2b8-48d8-be77-3dbbc3fd32f5","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.006"
"669fdd96-460f-46c6-bfd7-656350de0f21","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.006"
"72b69e20-3fb3-4fba-a3dd-82d096fca987","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.006"
"c8127758-3543-432e-a111-9c521caed6a7","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.006"
"2cb3a4a3-70e4-4113-bb63-364dc7910aa3","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.006"
"bab1bcfe-1657-4436-8441-5770bc82a008","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.006"
"ead3cf41-cde2-43c9-ab9a-e77de026f291","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.006"
"2b41742c-979c-497f-8eb9-ccfca24500e5","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.006"
"b86b4677-4d33-4c0e-8b95-eebc67846d24","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.006"
"175cbf37-14f6-4840-985b-59e25297f93a","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.006"
"ab8595ac-741a-41ca-a3ad-112d739e4024","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.006"
"8c09d7a1-aa4d-4ab7-84b1-787cbe2f38cc","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.006"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-02023b123fe8ea975","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","0.0058984368"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-0d54dc51b79d0152e","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","0.0058789056000000004"
"arn:aws:elasticloadbalancing:ap-southeast-1:123456789012:loadbalancer/app/sensative-api-lb/e88e422565f79d20","(no principal)","AWSELB","Usage","-","-","-","-","-","0.005849751400000007"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-05684a7299ae18bf9","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","0.005742187199999999"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-0e3c56cefedb2258f","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","0.005683593600000001"
"arn:aws:ec2:us-east-1:123456789012:natgateway/nat-047a9c4d4e2017407","(no principal)","AmazonEC2","Usage","-","-","-","litellm-nat","-","0.005505100900000004"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-03d951c194a9cf6f8","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","0.005449219200000001"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-0832b4493eb44ed50","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","0.0054216852999999995"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-0cc5edb99b3c0517f","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","0.0052987326"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-01e0e49130581a6bd","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","0.0051174591"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-09d6df8b17892fd68","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","0.0050816853"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-00fc00016b10a03bf","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","0.0048615177999999995"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-061cda32c3721b33e","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","0.004825032"
"i-0e6da7fadd619d0a7","(no principal)","AmazonEC2","Usage","-","demo","-","jump-ab2-db-proxy","-","0.004664946799999999"
"aws-quicksetup-patchpolicy-123456789012-igp8l","(no principal)","AmazonS3","Usage","ap-southeast-1","-","-","-","-","0.004483997399999965"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-07f523c6c276b65af","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","0.004433865299999999"
"aws-quicksetup-patchpolicy-123456789012-dq4er","(no principal)","AmazonS3","Usage","ap-southeast-1","-","-","-","-","0.004375498199999982"
"aws-quicksetup-patchpolicy-123456789012-tfpw8","(no principal)","AmazonS3","Usage","ap-southeast-1","-","-","-","-","0.004355997399999983"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-002435486fe13533a","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","0.0043261719"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-0ca2228c39fae4ee3","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","0.0041770424"
"arn:aws:dynamodb:ap-northeast-1:123456789012:table/parallelcluster-tokyo-gpu-cpumixed","(no principal)","AmazonDynamoDB","Usage","ap-northeast-1","-","-","-","tokyo-gpu-cpumixed","0.004024199999999993"
"8ba98dd6-fa9c-4f8f-bf66-9236aa09ca42","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.004"
"55cb138c-8f7e-4b5a-a067-00ac55911c9e","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.004"
"1071a5af-9d4c-4746-aa35-c18516f86a11","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.004"
"eec29752-3e3e-446e-9288-c294b172f254","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.004"
"92f05e3c-1b7a-4bea-8aab-43375838ff63","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.004"
"f2a26c59-b158-464e-aa3c-f4cb42fd2cad","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.004"
"67591548-27e4-4585-935a-d82d3b5a877d","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.004"
"ec33b532-b71e-4585-8729-67238d060ef5","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.004"
"9dcb8c19-412b-405e-95f7-a59c8b27027a","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.004"
"6086fe90-78fe-4f5c-af31-eb02accb06d1","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.004"
"011765e3-3212-4274-a4f2-78b3d5302144","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.004"
"df066ce4-2659-458f-a11d-336e90690906","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.004"
"389e70b9-7f3c-45a5-9bab-2fc1ca711c6f","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.004"
"249a2b52-78a1-4281-9d43-4c60dff84cab","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.004"
"20260306-73da-416d-a9cb-7eb2e3dccd4e","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.004"
"5b160cba-f499-4e61-975f-ec4cb009e3e3","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.004"
"f961ddc6-f83e-4694-a593-2976423d778e","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.004"
"b67efb8b-9a13-4648-8f2c-5ca702cb7fa4","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.004"
"7b26e615-75e1-4ad6-b3f1-38f3f41c7667","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.004"
"7355986e-d391-4447-b281-bf4a3ef14336","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.004"
"2e3718bc-65d0-421f-8687-4ca0d42aa907","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.004"
"d30d6fb8-b885-42a0-b12b-46150360e105","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.004"
"a015352b-190d-4163-8c70-047804fbc0f4","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.004"
"c00a9070-bca2-4ab1-aefc-747f4c45c0e6","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.004"
"e0b9b45d-303b-4e14-b3c0-fe267bcc38d0","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.004"
"2a371c26-ae21-4fd8-a6f5-d82ef3376774","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.004"
"7505db9a-b18a-4ff1-b274-d87f60bdda4a","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.004"
"3a29d718-878c-4ec5-9711-b6c948b70c79","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.004"
"101d0b90-fd65-4e21-af2f-a6e302b72aa4","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.004"
"arn:aws:bedrock:us-east-1:123456789012:inference-profile/us.anthropic.claude-opus-4-6-v1","arn:aws:iam::123456789012:user/app-user","AmazonBedrockService","Usage","us-east-1","-","-","-","-","0.0039324999999999985"
"arn:aws:logs:us-west-2:123456789012:log-group:/aws/vendedlogs/pcs/cluster/PCS_SCHEDULER_LOGS/pcs_agn6wvhfkv","(no principal)","AmazonCloudWatch","Usage","us-west-2","-","-","-","-","0.0038274069999999997"
"arn:aws:ec2:us-east-1:123456789012:natgateway/nat-03535fede625287d0","(no principal)","AmazonEC2","Usage","-","-","-","project-a-natgw","-","0.0037984634999999965"
"arn:aws:ec2:us-east-1:123456789012:natgateway/nat-0743656c21b111060","(no principal)","AmazonEC2","Usage","-","-","-","vpca-public-natgw","-","0.0037896978999999997"
"arn:aws:ec2:us-west-2:123456789012:natgateway/nat-0f7b5b0b3a0681418","(no principal)","AmazonEC2","Usage","-","-","-","network-ingress-vpc-nat-public1-us-west-2a","-","0.003786864499999998"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-0f86a4f0b197efc7b","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","0.003696696399999999"
"arn:aws:ec2:ap-northeast-1:123456789012:natgateway/nat-0f4b49f55b22e03de","(no principal)","AmazonEC2","Usage","-","-","-","hpc-demo-nat","-","0.0036633991000000043"
"arn:aws:ec2:ap-northeast-1:123456789012:natgateway/nat-0e874cdf149e2bf6d","(no principal)","AmazonEC2","Usage","-","-","-","-","-","0.0036633946000000023"
"arn:aws:ec2:us-west-2:123456789012:natgateway/nat-031665ce6092853a4","(no principal)","AmazonEC2","Usage","-","-","-","vpc-hpc-demo-nat-public1-us-west-2a","-","0.0036606725"
"arn:aws:ec2:us-west-2:123456789012:natgateway/nat-04dd6d6248651b41b","(no principal)","AmazonEC2","Usage","-","-","-","eks-gitops-karpenter-mng-us-west-2a","-","0.0036606466999999964"
"arn:aws:ec2:sa-east-1:123456789012:natgateway/nat-00051710f8dad0bba","(no principal)","AmazonEC2","Usage","-","-","-","second-site-vpc-nat-public1-sa-east-1a","-","0.0036605743000000007"
"arn:aws:ec2:eu-west-3:123456789012:natgateway/nat-0b2b227e65311eefd","(no principal)","AmazonEC2","Usage","-","-","-","main-site-vpc-1-nat-public1-eu-west-3a","-","0.0036605601"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-0f15a6efc2ba7e5ec","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","0.0035853068999999993"
"arn:aws:elasticloadbalancing:ap-southeast-1:123456789012:loadbalancer/app/weblab-alb/66331874f5a678e3","(no principal)","AWSELB","Usage","-","weblab","-","weblab-alb","-","0.0035730752000000046"
"arn:aws:ec2:us-east-2:123456789012:natgateway/nat-024e3a50a5a89b207","(no principal)","AmazonEC2","Usage","-","ParallelCluster","owner-a","team-hpc-cluster-nat-gw-1","-","0.0035474931000000036"
"arn:aws:ec2:ap-southeast-1:123456789012:natgateway/nat-0c9a4a858d501ced6","(no principal)","AmazonEC2","Usage","-","-","-","VPCC-NATGW-transite-route","-","0.0035360667000000055"
"arn:aws:ec2:ap-southeast-1:123456789012:natgateway/nat-0556daaa5a0072e9d","(no principal)","AmazonEC2","Usage","-","-","-","Applicance-VPC-nat-public1-ap-southeast-1a","-","0.0035357592000000004"
"arn:aws:ec2:ap-southeast-1:123456789012:natgateway/nat-0582b9f1bf7eddd79","(no principal)","AmazonEC2","Usage","-","-","-","vpca-public-natgw","-","0.0035357209999999995"
"arn:aws:ec2:ap-southeast-1:123456789012:natgateway/nat-06b0eeb7f2416495e","(no principal)","AmazonEC2","Usage","-","-","-","vpc-a-natgw-fwnet","-","0.003535684900000002"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-08d1e499251177c30","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","0.0034945675999999994"
"arn:aws:bedrock:us-east-1:123456789012:inference-profile/global.anthropic.claude-opus-4-6-v1","arn:aws:iam::123456789012:user/bedrock-user","AmazonBedrockService","Usage","us-east-1","-","-","-","-","0.00332"
"arn:aws:ec2:ap-southeast-1:123456789012:natgateway/nat-0e33cb4a61e572ac0","(no principal)","AmazonEC2","Usage","-","app","-","app-vpc-ap-southeast-1a","-","0.0032757003000000026"
"arn:aws:ecs:us-east-1:123456789012:task/mcp/40737a71d2e7443b8c012d0bad96e9a8","(no principal)","AmazonECS","Usage","-","-","-","-","-","0.0032084927000000005"
"my-cur-bucket","(no principal)","AmazonS3","Usage","us-east-1","-","-","-","-","0.003204437300000016"
"arn:aws:fsx:us-east-1:123456789012:backup/backup-0e8fafa50d4b3cb1c","(no principal)","AmazonFSx","Usage","us-east-1","-","-","fsx-backup-migration","-","0.003155096300000001"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-0ef24418cdb20392b","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","0.0031323921"
"arn:aws:logs:ap-southeast-1:123456789012:log-group:/aws/rds/proxy/ab-iot-database-proxy","(no principal)","AmazonCloudWatch","Usage","ap-southeast-1","-","-","-","-","0.0031169006000000008"
"arn:aws:ecs:us-east-1:123456789012:task/mcp/8d23ff767dfe4a44a8e4c672ae3166b7","(no principal)","AmazonECS","Usage","-","-","-","-","-","0.003108915"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-068b7d4874a1bbcbe","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","0.0030250038999999995"
"mcs-cicd-123456789012-us-east-1","(no principal)","AmazonS3","Usage","us-east-1","-","-","-","-","0.00301884400000001"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-0e013139f7102689d","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","0.0029706148"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-0af7acd3be1608f09","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","0.0029282633999999997"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-0f36b4bc2b6694614","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","0.0028813675000000003"
"arn:aws:kms:us-east-1:123456789012:key/08800dce-b32f-4d66-b550-a78a9425192f","(no principal)","awskms","Usage","us-east-1","-","-","-","-","0.0028619999999999965"
"arn:aws:ecs:us-east-1:123456789012:task/MCS-DefaultCluster477CA226-m3BxRG1DTNvA/0ff6061c028e41c78f85b6f7ffa4a60e","(no principal)","AmazonECS","Usage","-","-","-","-","-","0.0028568799"
"arn:aws:logs:us-east-1:123456789012:log-group:MCS-ServiceTaskDefDefaultContainerLogGroupC0BFFC1B-cNyjYohwgf1F","(no principal)","AmazonCloudWatch","Usage","us-east-1","-","-","-","-","0.002852826000000001"
"arn:aws:rds:sa-east-1:123456789012:cluster-snapshot:global-db-1-cluster-1-final-snapshot","(no principal)","AmazonRDS","Usage","sa-east-1","-","-","-","-","0.0027689671999999907"
"arn:aws:logs:us-east-1:123456789012:log-group:/aws/eks/eks-workshop/cluster","(no principal)","AmazonCloudWatch","Usage","us-east-1","-","-","-","-","0.0027654395000000003"
"fa-piao-videos-20251201","(no principal)","AmazonS3","Usage","ap-southeast-1","-","-","-","-","0.0027033950000000086"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-06ae83ace62ff007c","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","0.0026128807"
"arn:aws:ecs:us-east-1:123456789012:task/mcp/c22f4cdabd0242418ea6c52f5f7d1eda","(no principal)","AmazonECS","Usage","-","-","-","-","-","0.0024474577"
"arn:aws:fsx:us-west-2:123456789012:backup/backup-05825a627158bb18e","(no principal)","AmazonFSx","Usage","us-west-2","-","-","-","-","0.0023197427000000003"
"mcs-accesslogsbucket83982689-6yc6bmbf9dz3","(no principal)","AmazonS3","Usage","us-east-1","-","-","-","-","0.002319519600000013"
"arn:aws:lambda:ap-southeast-1:123456789012:function:SensativeAPI","(no principal)","AWSLambda","SavingsPlanCoveredUsage","ap-southeast-1","-","-","-","-","0.0023101261999999984"
"clawops-docs-20260323-us-east-1","(no principal)","AmazonS3","Usage","us-east-1","-","-","-","-","0.002234108000000014"
"arn:aws:dynamodb:us-west-2:123456789012:table/parallelcluster-slurm-hpc-demo-cluster-1","(no principal)","AmazonDynamoDB","Usage","us-west-2","team-hpc","owner-b","-","hpc-demo-cluster-1","0.0022087499999999946"
"arn:aws:ecs:us-east-1:123456789012:task/mcp/44f84cd33e214d54b386a051c7b81842","(no principal)","AmazonECS","Usage","-","-","-","-","-","0.0021815577"
"arn:aws:lambda:ap-southeast-1:123456789012:function:baseline-overrides-b5b1-igp8l","(no principal)","AWSLambda","SavingsPlanCoveredUsage","ap-southeast-1","-","-","-","-","0.0021216342000000008"
"arn:aws:logs:us-west-2:123456789012:log-group:/aws/bedrock-agentcore/runtimes/strands_claude_getting_started-LbjQrM34BF-DEFAULT","(no principal)","AmazonCloudWatch","Usage","us-west-2","-","-","-","-","0.0020798624"
"arn:aws:ec2:ap-southeast-1:123456789012:snapshot/snap-02c942eb9827eed85","(no principal)","AmazonEC2","Usage","ap-southeast-1","-","-","mbot-sg-1-forensic-issue-205","-","0.0020703120000000004"
"207c9a9a-25eb-4ebb-9d9f-3845791ff665","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.00206"
"f3c5e082-4b43-4f5b-ba7a-bbb069a72c18","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.00206"
"d7f41754-e115-4fd2-bff3-26b1e266056d","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.00206"
"c134e01e-b4fb-4e75-9d5d-78d028868122","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.00206"
"ee568c16-04f9-4951-98bc-2035185b512f","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.00206"
"57da6b77-0bc2-44c0-9ef2-34c929e0fdea","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.00206"
"f0eb4539-b07a-4153-ac4e-72bf10c4f80a","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.00206"
"f81de06f-11eb-4bd2-883b-8d7150fc5e51","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.00206"
"7bfaf8aa-6277-4723-98f2-31e98465640c","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.00206"
"bc21f93b-7754-456b-b00b-d117c8390918","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.00206"
"4966abc7-83f9-48ec-873f-54204c2fe547","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.00206"
"5175e689-dd3d-45af-b93d-89d7f02d84a2","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.00206"
"9d9fd63a-7c5c-4a21-9cad-9d77c2f886fe","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.00206"
"fa92f24e-3244-4e69-99ea-0eb8ec695eee","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.00206"
"15b1bfa3-cc7c-49ed-935a-96c944f69648","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.00206"
"f6c555d8-87b7-453f-9e86-91a96dc7d209","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.00206"
