"resource_id","iam_principal","service","charge_type","region","tag_project","tag_owner","tag_name","tag_cluster","cost_usd"
"01de7c34-34c1-41a1-a9c9-643e68f5ee7a","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"d05afc26-eaa0-43f7-bfd2-8b4bda5766fc","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"ad7dee8d-1a98-43b0-bf51-77c0a14332b4","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"af589271-3187-47d2-a675-01e99bc3bc45","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"426b1367-6022-4ca9-8abe-5fbf9288d73b","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"15511a1a-c452-4b83-a966-595061ed877f","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"d64d472e-589a-402a-ab17-b95b34d8f01d","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"7df65297-41b4-4e4b-9f29-00c867b8cfcb","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"2b2145f1-7bd8-44e7-84b7-c69352357af6","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"673f606e-543a-4c9a-987d-92dd385e30c0","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"1a40de15-1d5a-49be-8fd4-333f22f4e254","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"5c675c2c-4f64-40da-b6d7-c848eff9bc2a","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"c51f0c77-4657-4d0d-83ea-a1dcd038e66f","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"657ada38-f921-41c8-a2bd-721ea64418ff","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"847670e1-2c2a-4967-a71d-dcd40633790e","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"4e0590b8-0e10-404a-b0e8-4f59f5cb53d8","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"f7646b0c-aaba-4dbb-854e-c995fa2abbab","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"1cafee30-74c2-4899-92b4-c2bdd7799a0e","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"8bc62adf-7786-4521-b369-90286f1f3996","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"c5b325c9-7536-4882-a682-954146889ad9","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"dba404f4-21b0-4831-9857-162b54876ef0","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"612ee923-4573-4d45-bfe2-78e467b02743","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"2a1ab679-90ea-4d0a-932b-0706f6561b22","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"fa7fa9b1-dd84-4484-92dc-8379fb81373c","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"c3c7882b-2283-4c1a-8dbe-9dbac4023481","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"2422e915-6855-486e-9cc2-ae9851754305","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"a2cdb6f9-06b7-4912-a673-5ff553e68ad3","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"f2c57efa-8a1b-4be2-96d4-ddf879b5fdd6","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"833fb480-7e8a-4270-9aa6-6620cd7409e8","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"f31febf0-c117-4e0f-ab5a-7acc7c9c255d","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"68863bec-c27c-4f67-87ce-62b70d0aa524","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"b6563bb6-9a43-43f0-839d-52b4dbdbda1e","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"f8709844-8971-4beb-ae9b-657234f27ec4","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"ca808a9a-58ee-45bd-b76d-3015432c60bd","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"cab35206-146f-4980-b7f0-bb330a1c9f0a","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"3dd8152c-0823-4d27-a27a-4d6a2a2b22f7","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"fb7c0636-9035-4b2a-9289-64c748e8fc23","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"1925b2e2-ac8e-496b-9ff6-c38779cbe921","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"c3aa1439-149a-4d8b-901d-3a89f3ec7532","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"d1e53498-5edb-46f2-aa6e-b66b09558df3","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"bfa58c03-f8cd-416d-afd0-fa4550cd8052","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"597bc30e-9a2e-4747-bbde-8c7e9d74cc12","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"c1ddc7a7-6e46-46df-aeb8-ff4d9a5f2a1e","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"458c7025-3238-47f6-96d6-9604722162f7","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"6b664b79-e2ae-40ac-bd7b-7db690c0872b","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"aee2ec8f-9e7d-4bf8-8f14-f2d323a71b5e","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"c8413a9b-4bee-4b62-bfe5-bcd8b187585d","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"13c2edb6-7a7d-4fcf-9828-ad92909a7965","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"6bfcc280-a517-43ff-a937-445890d2bc91","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"64c281bb-6e4f-4697-a710-9490e0c8dfe2","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"d9811517-aacf-4e47-a79e-4708dac92f65","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"e66a79a8-55d5-49dd-9eb0-7c3f66fa1794","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"d72e354e-ecc7-4ff3-bd38-25dc1f00e7bc","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"15771b30-fd1a-4292-8784-74d6fa33e0b2","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"0e9d25a2-e894-4a71-88f4-b1707fb92315","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"22775c30-0ca8-43b7-a6dc-caaa77662c09","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"48a1f540-296f-4e91-b3a4-48d9d58394fc","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"939c16fc-9d90-41f7-8757-b2a64ac4155f","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"0ab3369f-a8f2-41dd-a686-771b39441294","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"e363cc07-1ac7-4b35-9512-c7832b6abedd","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"641ec981-e0cc-4342-a9c1-266abac65f26","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"fbba2ded-8702-4f35-a087-a4ca8222183c","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"52144194-0153-4d63-90ae-f338dbd94b04","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"01cf58ab-c89a-469e-aec5-401cecd53639","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"3736de4b-4099-4cd9-a815-9ba2cfaf2687","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"4332307c-d2d1-477d-9600-a7307723b581","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"baf75d2c-b331-4aad-8750-1ef437fae2b7","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"b802e407-ec61-4e53-94d8-9df2bd529dea","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"6d5754a3-5678-4dd0-a3f5-8332c2fa4b65","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"3b0d690f-083e-4f60-abb7-dc395b8115e2","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"386cff66-a8a5-4d5a-a736-a25e7e015321","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"d6289787-d842-4814-bee7-4671803bc9ec","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"964067b8-3912-45bd-ae3e-02db750e7765","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"0beeb0f3-f112-4f25-bc67-febebce98374","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"e3108d40-caec-41c3-a2a5-8c53c81f3888","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"783b4bcc-71b4-4c02-8a53-71241dcb5a5f","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"592b2e20-520c-476f-9191-5bf5ce82f9eb","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"92402288-2262-495f-a7b8-75184f0aa62f","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"7b7ffcef-6a1d-4b31-b386-c9d921d688a1","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"96dae329-173c-4b8c-b78f-7a22563fe01d","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"e78d0d8d-311c-4274-a50b-c3720b62f0db","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"c50b82b2-52e2-48f5-8b59-dc824887bf86","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"4e640084-e46e-4f05-ab7f-488ac0c916d2","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"0f5bc682-93f7-43e2-a272-3516ffbdbb14","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"5ea61c99-7821-4a7b-b0e7-995100ea1bc2","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"24eca9c9-ea1d-452f-ac3f-55ac8755b95a","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"e9b8cf73-af8e-405a-b591-06ba401a0321","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"39c64078-e153-465a-bf9f-8a2a00f21ab1","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"e9454db1-34e2-409b-9469-493e6f2dc680","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"62e5de75-26f0-4000-91e0-e6aa93b77737","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"0348aff9-f92e-4332-84d1-fe3aa7533389","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"71f6696d-bbc4-42fd-a0fb-e3362c1e4a3d","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"32504c2f-33e5-4ab2-9fc1-3a1fef541694","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"65376f5e-afeb-4ef0-934b-b04a9e12c600","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"4162b3f2-122c-4274-8257-a2ecdc6fd707","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"f7e6abbb-50a0-493d-92bf-d28992b4c6b5","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"1dc182e3-a3d9-4cce-84c6-f93d917a0182","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"15c3ed60-b247-438b-b49a-662c3eb6c53b","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"ab27016e-8970-4608-89d7-b0fcb1e3866c","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"4b9d28ef-8748-444b-82cf-28378606561d","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"78e418ae-e47e-4b52-948d-27a31b3bf04a","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"4d519bdd-7d0f-45a3-ba84-28c6ccf0d63e","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"e962d4e6-89a5-4298-9696-d41bcb8fa481","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"352dc320-9a10-47dd-b12e-fa2e5da28ff0","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"37316d2e-64a0-4a15-83d2-49fdb0a7ab9e","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"4aa426a0-ad57-466a-9149-1e425d5b3cc4","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"ea1bc502-a4a1-434d-8b9d-90493eb65a4b","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"35dda6b1-b8fd-4d9f-9215-db7a359b5ea7","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"e0336ecd-d207-4705-9559-aa93b1c71cef","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"067b7c45-3fe4-42c4-ae02-66e9efee1d5a","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"3bae8df6-910f-40e8-b8d5-436cef782ea8","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"961a88eb-ab5c-410c-9ecc-6bac15c1a643","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"d655ed2b-3c51-4459-8960-15e0d4457190","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"a63ff5a5-c0d6-451f-b12a-2f6c53226096","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"ef79a27b-800d-409d-b034-6927c96c7669","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"33595f8c-b2ce-4485-9073-ca93b8b0ddce","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"680962f8-fce5-4d8a-a5c3-4aa027d22eb7","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"0c2c2f93-100c-4c19-8c80-26e45c81353e","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"be599d10-ddb8-4f68-be75-787ed9bfa8c7","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"f2b2d880-69a4-45f7-9027-9ca85821bb38","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"1cd4f83d-34af-470d-9a64-1ec6b4915589","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"4fbac9d0-c25e-4aca-87ea-dc3def8277a9","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"1ed0dd81-830a-4bc5-b0a6-f68dd239eb96","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"cba2c522-696c-455f-908a-7acadc46507c","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"a7e0fc5d-1aab-43ba-9a07-0e9324ae1edc","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"4cedcfcc-2a33-4a14-a052-d441aed900ab","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"f6ce5595-1837-4f59-863f-630bc4398017","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"a548d71a-b203-4f6b-8fa5-1f3174e518c1","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"73776d2d-be68-4051-967d-3faadcc232af","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"d672e94d-3211-4ddd-82ad-eeb4d53dec52","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"2ac3da7e-1568-410f-a891-eb1f11b4e8f5","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"4db550e3-a15e-4481-8b30-657eb12902a9","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"4f8e8e25-092c-4009-ae6e-053284686129","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"ed347ed3-6780-45ad-85d5-527b2ac451be","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"c1e16132-f103-4e55-8e94-2821310ddae6","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"823c8b9b-0a04-4792-9a38-9154ed01a703","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"d24eb150-f3c2-4ad3-b2a5-8005b9d64bc2","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"7939852c-5576-47ed-ad73-367c7e855b9b","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"20c4fe3d-ec84-4016-bba8-c346e584e334","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"8e08c708-ea68-4dab-a358-220f1da68dd3","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"16a6f4c8-cc54-4a4a-b71f-65ec533febce","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"26d1847f-b7af-4127-9999-6030640cae79","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"a89b2ae3-b391-4696-8f9c-7b2ff9a1e953","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"e5f248f7-3df2-4ecd-ab7d-b6ab772680d4","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"d9078caa-cf0d-4515-abde-8dd837c8c6e5","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"174c0fb6-c7f5-4d2f-9001-df82407d5a85","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"c9006131-c195-4072-8651-6cc7b74d9eb6","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"6b2953c4-2276-4073-8e3e-5bfb77ad9bb4","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"14e7164d-fe15-482f-99cc-6a4638732680","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"ce41ddd8-5fa0-45a1-b885-f55b8627cce6","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"06b2aff1-3073-4087-8dd1-78368fb34539","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"ee625193-0cd1-47a6-8498-cf3d773fa6b7","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"2f94e258-7e6a-44e8-9a3c-a29504744aa1","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"418d095a-b065-43be-be03-6f9793dc740c","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"c4cdeead-fc47-4915-b25a-8e0a8a2e5248","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"41ccfa8e-5f08-4123-b9b2-5e45ed619301","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"a3d4026f-c5ce-440e-a1dd-fdf6765cf450","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"a5382339-ebda-4370-9c8f-ba732bba809d","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"1e073006-6c39-4132-a751-2b8df39ae83d","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"f530ff2b-a74e-4544-8fed-1a5fc4123a69","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"a1373c98-93c7-4a30-9794-5b798df145ce","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"77192829-111e-4b3b-bf3e-70a26aace2c6","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"93ec3554-2a74-47e9-8e7e-f3f8bd89bbe1","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"915977ce-32a0-41de-b31d-13bd96402d96","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"a9a897ec-1136-49a9-a65f-99908a612300","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"ad24507c-ccf7-40ae-92b5-880a9095c077","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"25945cd7-4829-4a14-aaf8-5a36ceb93157","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"1addfd10-0ffa-4432-9c60-d9ae86263798","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"5f490b43-b057-4b0e-ad70-2f85cc973043","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"394b30a4-f26a-4d32-a6a1-dc360fb3c09f","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"d64b1cc8-9c79-46ad-b569-c909d9cbdb23","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"a2bc42c5-2120-4402-8714-b30f4a342016","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"7f9c46dc-a239-4458-ba69-d5ec8f1d9a24","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"fdd84d3c-cd3f-468f-aadb-08a2c972b38c","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"12a1d8d9-53ba-468c-8d98-11d273f86524","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"8801bb14-b326-430e-9c4c-d8e30abba47d","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"85a4d003-c5f1-4376-9c7f-50ea4c0fc4e6","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"2def5c11-d861-4a23-a05b-bb991fa01057","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"4bd37d37-eb0a-4801-a41c-866de608af1f","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"a3084197-7c79-4871-abb6-802f56c23b16","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"adc3f58e-d818-457d-9068-8cead1dbf9ff","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"db69ee7a-9a24-44d0-9923-3d72745defe7","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"5fbdb57c-ceb3-4bb0-9d06-2fcdc0b246d2","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"bb53e933-b442-408b-bbce-2a8aeafc3131","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"ca98e5c1-b305-4ac4-9bae-b832d6dc6abb","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"22e6c615-da0c-4947-a8fd-cbdede0dd4d3","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"2317a156-641d-4639-9928-991da86c9df4","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"3c64aa37-b92f-4aaf-965e-f1823f6a85c0","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"61d1a924-e504-4353-8e84-cbfef933006b","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"52c1254c-60a2-46f6-8641-3af5f4d8b49a","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"b283b187-a61d-457d-9429-50dd38e0268e","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"ce09e000-114d-433f-8727-a166c634df2b","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"d536143c-26e1-42ec-ae29-2ebad51c1544","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"b372caa8-c0be-4004-82e8-08f834bc4c63","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"5f8e1074-614b-4ebc-aca4-200b531b9776","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"6f2510ac-4c1d-460d-ad59-9040f37d5530","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"12c9ed2a-5fa2-4be5-8417-0ab962fe93cb","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"365e09f8-ecca-4e9e-a7cf-4db91c1f35c8","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"d98cfc86-ddd9-4a2c-b25a-9aa220d4b7be","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"f711481d-43e7-4d2a-a822-08c0085b468f","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"73722d91-984a-45f6-b983-277da281ae85","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"8c22bfff-9739-4434-8b54-37720d01a5fe","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"b0343937-df46-4bf1-8a81-d043b5773ad9","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"cf004229-63e3-4472-8bb5-8ecf661bd950","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"df2782f3-2845-4d9c-8f8c-cdaf09b2c724","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"976aebfa-acea-4e94-977a-32fb8d7c49dc","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"45138054-4c83-4df0-85bd-3fdce3df54bf","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"1eb127c9-95c2-466a-85c3-b331a7e769ab","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"2170575a-31c9-4ec2-9957-10cea1adbc40","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"03acb67d-cc29-44d9-9cc5-6b8840caa630","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"69bce9bc-59df-45dd-97a0-a89210011728","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"00af650b-1d59-493c-95ff-8ea00124c86a","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"03953081-8d10-4611-8fc0-d29fd9e621b9","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"e4a4c52a-db04-4cc1-bd36-99c433617585","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"02d4fbb5-6504-4480-abe9-b6de1d69e7e1","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"cb474686-63b0-4bd9-84db-fa57ade9d228","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"88e6b53f-f41b-468f-b9f4-9dd263a26a20","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"16153d05-c765-44c0-bc86-bc48f140c7f6","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"344e0a29-4bdc-47ce-b4ac-54a030d9b607","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"38359956-c941-41c3-9bc0-5d5a85bbf468","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
"8a515cc1-767a-4cd8-8ee8-caa315bb5e1f","(no principal)","AWSSystemsManager","Usage","-","-","-","-","-","0.002"
